"","x","y","z","Sample","School"
"1658",NA,5,3,"Q","50"
"1659",NA,12,15,"Q","59"
"1660",NA,16,11,"Q","62"
"1661",NA,16,14,"Q","72"
"1662",NA,16,8,"Q","20"
"1663",NA,7,4,"Q","71"
"1664",NA,12,9,"Q","61"
"1665",NA,6,4,"Q","12"
"1666",NA,3,2,"Q","34"
"1667",NA,3,4,"Q","62"
"1668",NA,12,14,"Q","78"
"1669",NA,14,8,"Q","44"
"1670",NA,14,9,"Q","44"
"1671",NA,5,5,"Q","61"
"1672",NA,13,14,"Q","5"
"1673",NA,15,11,"Q","51"
"1674",NA,4,5,"Q","52"
"1675",NA,16,14,"Q","33"
"1676",NA,1,5,"Q","12"
"1677",NA,4,0,"Q","27"
"1678",NA,9,7,"Q","47"
"1679",NA,13,10,"Q","37"
"1680",NA,14,10,"Q","78"
"1681",NA,9,8,"Q","47"
"1682",NA,14,7,"Q","80"
"1683",NA,2,4,"Q","54"
"1684",NA,2,5,"Q","11"
"1685",NA,13,13,"Q","51"
"1686",NA,12,8,"Q","61"
"1687",NA,9,5,"Q","5"
"1688",NA,4,7,"Q","80"
"1689",NA,7,12,"Q","37"
"1690",NA,16,9,"Q","62"
"1691",NA,6,7,"Q","34"
"1692",NA,14,13,"Q","72"
"1693",NA,2,8,"Q","37"
"1694",NA,16,13,"Q","26"
"1695",NA,7,5,"Q","58"
"1696",NA,7,3,"Q","9"
"1697",NA,13,13,"Q","18"
"1698",NA,3,2,"Q","55"
"1699",NA,2,5,"Q","58"
"1700",NA,5,1,"Q","57"
"1701",NA,5,5,"Q","55"
"1702",NA,11,8,"Q","13"
"1703",NA,15,15,"Q","57"
"1704",NA,12,6,"Q","45"
"1705",NA,2,2,"Q","21"
